epoch,global_step,layer,metric_type,value
1.0,115,base_model.model.roberta.embeddings.word_embeddings.weight,base,2.8762521464546524
1.0,115,base_model.model.roberta.embeddings.position_embeddings.weight,base,1.794806501817938
1.0,115,base_model.model.roberta.embeddings.token_type_embeddings.weight,base,0.0
1.0,115,base_model.model.roberta.encoder.layer.0.attention.self.query.weight,base,65.16850243294316
1.0,115,base_model.model.roberta.encoder.layer.0.attention.self.query.weight,delta,5.397297093262821
1.0,115,base_model.model.roberta.encoder.layer.0.attention.self.query.weight,effective,65.1962242326104
1.0,115,base_model.model.roberta.encoder.layer.0.attention.self.key.weight,base,130.91481538106177
1.0,115,base_model.model.roberta.encoder.layer.0.attention.self.key.weight,delta,6.8560701066339655
1.0,115,base_model.model.roberta.encoder.layer.0.attention.self.key.weight,effective,130.94092438591696
1.0,115,base_model.model.roberta.encoder.layer.0.attention.self.value.weight,base,88.31941014198881
1.0,115,base_model.model.roberta.encoder.layer.0.attention.self.value.weight,delta,1.4676965894894554
1.0,115,base_model.model.roberta.encoder.layer.0.attention.self.value.weight,effective,88.45543150547918
1.0,115,base_model.model.roberta.encoder.layer.0.attention.output.dense.weight,base,5.915947919238045
1.0,115,base_model.model.roberta.encoder.layer.0.attention.output.dense.weight,delta,2.4921637749320324
1.0,115,base_model.model.roberta.encoder.layer.0.attention.output.dense.weight,effective,5.921229474368519
1.0,115,base_model.model.roberta.encoder.layer.0.intermediate.dense.weight,base,7.211772906074545
1.0,115,base_model.model.roberta.encoder.layer.0.intermediate.dense.weight,delta,2.833972574666886
1.0,115,base_model.model.roberta.encoder.layer.0.intermediate.dense.weight,effective,7.207554553616534
1.0,115,base_model.model.roberta.encoder.layer.0.output.dense.weight,base,45.444507184256565
1.0,115,base_model.model.roberta.encoder.layer.0.output.dense.weight,delta,3.0815619093089346
1.0,115,base_model.model.roberta.encoder.layer.0.output.dense.weight,effective,45.43865274287282
1.0,115,base_model.model.roberta.encoder.layer.1.attention.self.query.weight,base,49.83982559284896
1.0,115,base_model.model.roberta.encoder.layer.1.attention.self.query.weight,delta,2.217823057861568
1.0,115,base_model.model.roberta.encoder.layer.1.attention.self.query.weight,effective,49.829889038137445
1.0,115,base_model.model.roberta.encoder.layer.1.attention.self.key.weight,base,36.683594715722144
1.0,115,base_model.model.roberta.encoder.layer.1.attention.self.key.weight,delta,5.314591987869854
1.0,115,base_model.model.roberta.encoder.layer.1.attention.self.key.weight,effective,36.77269454836812
1.0,115,base_model.model.roberta.encoder.layer.1.attention.self.value.weight,base,100.83349896198295
1.0,115,base_model.model.roberta.encoder.layer.1.attention.self.value.weight,delta,1.1847924484041654
1.0,115,base_model.model.roberta.encoder.layer.1.attention.self.value.weight,effective,101.13928181025258
1.0,115,base_model.model.roberta.encoder.layer.1.attention.output.dense.weight,base,14.804032969892802
1.0,115,base_model.model.roberta.encoder.layer.1.attention.output.dense.weight,delta,2.4522764874387306
1.0,115,base_model.model.roberta.encoder.layer.1.attention.output.dense.weight,effective,14.830864517995506
1.0,115,base_model.model.roberta.encoder.layer.1.intermediate.dense.weight,base,10.80473028402092
1.0,115,base_model.model.roberta.encoder.layer.1.intermediate.dense.weight,delta,1.5130506526327194
1.0,115,base_model.model.roberta.encoder.layer.1.intermediate.dense.weight,effective,10.730825813377676
1.0,115,base_model.model.roberta.encoder.layer.1.output.dense.weight,base,29.953815799001653
1.0,115,base_model.model.roberta.encoder.layer.1.output.dense.weight,delta,1.7394504310714085
1.0,115,base_model.model.roberta.encoder.layer.1.output.dense.weight,effective,29.914029161774625
1.0,115,base_model.model.roberta.encoder.layer.2.attention.self.query.weight,base,49.94102365282341
1.0,115,base_model.model.roberta.encoder.layer.2.attention.self.query.weight,delta,1.908170387981738
1.0,115,base_model.model.roberta.encoder.layer.2.attention.self.query.weight,effective,50.0016357155746
1.0,115,base_model.model.roberta.encoder.layer.2.attention.self.key.weight,base,56.246165221169115
1.0,115,base_model.model.roberta.encoder.layer.2.attention.self.key.weight,delta,3.0121674955684927
1.0,115,base_model.model.roberta.encoder.layer.2.attention.self.key.weight,effective,56.26064876771887
1.0,115,base_model.model.roberta.encoder.layer.2.attention.self.value.weight,base,53.35955946695758
1.0,115,base_model.model.roberta.encoder.layer.2.attention.self.value.weight,delta,1.242134892635124
1.0,115,base_model.model.roberta.encoder.layer.2.attention.self.value.weight,effective,53.53192807306273
1.0,115,base_model.model.roberta.encoder.layer.2.attention.output.dense.weight,base,14.211729843144505
1.0,115,base_model.model.roberta.encoder.layer.2.attention.output.dense.weight,delta,1.5719801840815724
1.0,115,base_model.model.roberta.encoder.layer.2.attention.output.dense.weight,effective,14.2548778664692
1.0,115,base_model.model.roberta.encoder.layer.2.intermediate.dense.weight,base,14.171262905121031
1.0,115,base_model.model.roberta.encoder.layer.2.intermediate.dense.weight,delta,1.5127923721977756
1.0,115,base_model.model.roberta.encoder.layer.2.intermediate.dense.weight,effective,14.087431041858984
1.0,115,base_model.model.roberta.encoder.layer.2.output.dense.weight,base,27.617960006342027
1.0,115,base_model.model.roberta.encoder.layer.2.output.dense.weight,delta,1.2898665840475507
1.0,115,base_model.model.roberta.encoder.layer.2.output.dense.weight,effective,27.581762154668986
1.0,115,base_model.model.roberta.encoder.layer.3.attention.self.query.weight,base,40.38710324398324
1.0,115,base_model.model.roberta.encoder.layer.3.attention.self.query.weight,delta,1.3481365328808055
1.0,115,base_model.model.roberta.encoder.layer.3.attention.self.query.weight,effective,40.302145614760036
1.0,115,base_model.model.roberta.encoder.layer.3.attention.self.key.weight,base,52.78959322892153
1.0,115,base_model.model.roberta.encoder.layer.3.attention.self.key.weight,delta,2.722253362689663
1.0,115,base_model.model.roberta.encoder.layer.3.attention.self.key.weight,effective,52.86341874173939
1.0,115,base_model.model.roberta.encoder.layer.3.attention.self.value.weight,base,85.08426624756609
1.0,115,base_model.model.roberta.encoder.layer.3.attention.self.value.weight,delta,1.1073765319971396
1.0,115,base_model.model.roberta.encoder.layer.3.attention.self.value.weight,effective,84.07673796251392
1.0,115,base_model.model.roberta.encoder.layer.3.attention.output.dense.weight,base,21.91678510152632
1.0,115,base_model.model.roberta.encoder.layer.3.attention.output.dense.weight,delta,1.3088951192008749
1.0,115,base_model.model.roberta.encoder.layer.3.attention.output.dense.weight,effective,21.903596659179634
1.0,115,base_model.model.roberta.encoder.layer.3.intermediate.dense.weight,base,20.110905845538312
1.0,115,base_model.model.roberta.encoder.layer.3.intermediate.dense.weight,delta,1.1980174067532179
1.0,115,base_model.model.roberta.encoder.layer.3.intermediate.dense.weight,effective,20.0502245089782
1.0,115,base_model.model.roberta.encoder.layer.3.output.dense.weight,base,25.971211357979648
1.0,115,base_model.model.roberta.encoder.layer.3.output.dense.weight,delta,1.030236995023384
1.0,115,base_model.model.roberta.encoder.layer.3.output.dense.weight,effective,26.011508049266208
1.0,115,base_model.model.roberta.encoder.layer.4.attention.self.query.weight,base,16.316341559015992
1.0,115,base_model.model.roberta.encoder.layer.4.attention.self.query.weight,delta,1.405410999972847
1.0,115,base_model.model.roberta.encoder.layer.4.attention.self.query.weight,effective,16.308153893476547
1.0,115,base_model.model.roberta.encoder.layer.4.attention.self.key.weight,base,61.19224054984023
1.0,115,base_model.model.roberta.encoder.layer.4.attention.self.key.weight,delta,2.686329605061341
1.0,115,base_model.model.roberta.encoder.layer.4.attention.self.key.weight,effective,61.542020051268324
1.0,115,base_model.model.roberta.encoder.layer.4.attention.self.value.weight,base,105.4275948284823
1.0,115,base_model.model.roberta.encoder.layer.4.attention.self.value.weight,delta,1.0369840409970232
