epoch,global_step,layer,metric_type,value
1.0,268,base_model.model.roberta.embeddings.word_embeddings.weight,base,2.8762521464546524
1.0,268,base_model.model.roberta.embeddings.position_embeddings.weight,base,1.794806501817938
1.0,268,base_model.model.roberta.embeddings.token_type_embeddings.weight,base,0.0
1.0,268,base_model.model.roberta.encoder.layer.0.attention.self.query.weight,base,65.16850243294316
1.0,268,base_model.model.roberta.encoder.layer.0.attention.self.query.weight,delta,2.164709819483934
1.0,268,base_model.model.roberta.encoder.layer.0.attention.self.query.weight,effective,65.4229411430578
1.0,268,base_model.model.roberta.encoder.layer.0.attention.self.key.weight,base,130.91481538106177
1.0,268,base_model.model.roberta.encoder.layer.0.attention.self.key.weight,delta,2.7865563595431535
1.0,268,base_model.model.roberta.encoder.layer.0.attention.self.key.weight,effective,131.09622726230546
1.0,268,base_model.model.roberta.encoder.layer.0.attention.self.value.weight,base,88.31941014198881
1.0,268,base_model.model.roberta.encoder.layer.0.attention.self.value.weight,delta,1.4091414178517956
1.0,268,base_model.model.roberta.encoder.layer.0.attention.self.value.weight,effective,87.05145466670668
1.0,268,base_model.model.roberta.encoder.layer.0.attention.output.dense.weight,base,5.915947919238045
1.0,268,base_model.model.roberta.encoder.layer.0.attention.output.dense.weight,delta,1.8702468194004072
1.0,268,base_model.model.roberta.encoder.layer.0.attention.output.dense.weight,effective,5.96569624605545
1.0,268,base_model.model.roberta.encoder.layer.0.intermediate.dense.weight,base,7.211772906074545
1.0,268,base_model.model.roberta.encoder.layer.0.intermediate.dense.weight,delta,1.1264455441858179
1.0,268,base_model.model.roberta.encoder.layer.0.intermediate.dense.weight,effective,7.313247383198118
1.0,268,base_model.model.roberta.encoder.layer.0.output.dense.weight,base,45.444507184256565
1.0,268,base_model.model.roberta.encoder.layer.0.output.dense.weight,delta,2.321503358007304
1.0,268,base_model.model.roberta.encoder.layer.0.output.dense.weight,effective,45.73753603626745
1.0,268,base_model.model.roberta.encoder.layer.1.attention.self.query.weight,base,49.83982559284896
1.0,268,base_model.model.roberta.encoder.layer.1.attention.self.query.weight,delta,1.1932764164224747
1.0,268,base_model.model.roberta.encoder.layer.1.attention.self.query.weight,effective,49.72076332727719
1.0,268,base_model.model.roberta.encoder.layer.1.attention.self.key.weight,base,36.683594715722144
1.0,268,base_model.model.roberta.encoder.layer.1.attention.self.key.weight,delta,1.8544624937965248
1.0,268,base_model.model.roberta.encoder.layer.1.attention.self.key.weight,effective,36.253381418947804
1.0,268,base_model.model.roberta.encoder.layer.1.attention.self.value.weight,base,100.83349896198295
1.0,268,base_model.model.roberta.encoder.layer.1.attention.self.value.weight,delta,1.0674140219356638
1.0,268,base_model.model.roberta.encoder.layer.1.attention.self.value.weight,effective,24.600559261918832
1.0,268,base_model.model.roberta.encoder.layer.1.attention.output.dense.weight,base,14.804032969892802
1.0,268,base_model.model.roberta.encoder.layer.1.attention.output.dense.weight,delta,1.3323904863519571
1.0,268,base_model.model.roberta.encoder.layer.1.attention.output.dense.weight,effective,14.994330184534398
1.0,268,base_model.model.roberta.encoder.layer.1.intermediate.dense.weight,base,10.80473028402092
1.0,268,base_model.model.roberta.encoder.layer.1.intermediate.dense.weight,delta,1.0874773554850448
1.0,268,base_model.model.roberta.encoder.layer.1.intermediate.dense.weight,effective,11.631280586081212
1.0,268,base_model.model.roberta.encoder.layer.1.output.dense.weight,base,29.953815799001653
1.0,268,base_model.model.roberta.encoder.layer.1.output.dense.weight,delta,1.1115362494375751
1.0,268,base_model.model.roberta.encoder.layer.1.output.dense.weight,effective,30.13990355551619
